Seq,AOU,English_Common_Name,French_Common_Name,Latin_Name,ORDER,Family,Genus,Species,Latin_Name_clean,Latin_Name_synonym,Latin_Name_synonym2,Type,AOU1,,,,
1038,7310,Tufted Titmouse,Mésange bicolore,Baeolophus bicolor,Passeriformes,Paridae,Baeolophus,bicolor,Baeolophus bicolor,,,species,,,,,
1039,7320,Black-crested Titmouse,Mésange à plumet noir,Baeolophus atricristatus,Passeriformes,Paridae,Baeolophus,atricristatus,Baeolophus atricristatus,,,species,,,,,
1040,7315,unid. Tufted Titmouse / Black-crested Titmouse,unid Mésange bicolore / Mésange à plumet noir,Baeolophus bicolor / atricristatus,Passeriformes,Paridae,Baeolophus,bicolor / atricristatus,,,,species,,,,,
1041,7460,Verdin,Auripare verdin,Auriparus flaviceps,Passeriformes,Remizidae,Auriparus,flaviceps,Auriparus flaviceps,,,species,,,,,
1042,7430,Bushtit,Mésange buissonnière,Psaltriparus minimus,Passeriformes,Aegithalidae,Psaltriparus,minimus,Psaltriparus minimus,,,species,,,,,
1043,7280,Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,Passeriformes,Sittidae,Sitta,canadensis,Sitta canadensis,,,species,,,,,
1044,7270,White-breasted Nuthatch,Sittelle à poitrine blanche,Sitta carolinensis,Passeriformes,Sittidae,Sitta,carolinensis,Sitta carolinensis,,,species,,,,,
1045,7300,Pygmy Nuthatch,Sittelle pygmée,Sitta pygmaea,Passeriformes,Sittidae,Sitta,pygmaea,Sitta pygmaea,,,species,,,,,
1046,7290,Brown-headed Nuthatch,Sittelle à tête brune,Sitta pusilla,Passeriformes,Sittidae,Sitta,pusilla,Sitta pusilla,,,species,,,,,
1047,7260,Brown Creeper,Grimpereau brun,Certhia americana,Passeriformes,Certhiidae,Certhia,americana,Certhia americana,,,species,,,,,
1048,7150,Rock Wren,Troglodyte des rochers,Salpinctes obsoletus,Passeriformes,Troglodytidae,Salpinctes,obsoletus,Salpinctes obsoletus,,,species,,,,,
1050,7170,Canyon Wren,Troglodyte des canyons,Catherpes mexicanus,Passeriformes,Troglodytidae,Catherpes,mexicanus,Catherpes mexicanus,,,species,,,,,
1053,7210,House Wren,Troglodyte familier,Troglodytes aedon,Passeriformes,Troglodytidae,Troglodytes,aedon,Troglodytes aedon,,,species,,,,,
1057,7221,Pacific Wren,Troglodyte de Baird,Troglodytes pacificus,Passeriformes,Troglodytidae,Troglodytes,pacificus,Troglodytes pacificus,Troglodytes troglodytes,,species,,,,,
1058,7222,Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,Passeriformes,Troglodytidae,Troglodytes,hiemalis,Troglodytes hiemalis,,,species,,,,,
1059,7220,unid. Pacific Wren / Winter Wren,unid Troglodyte des forêts / Troglodyte de Baird,Troglodytes pacificus / hiemalis,Passeriformes,Troglodytidae,Troglodytes,pacificus / hiemalis,,,,species,,,,,
1060,7240,Sedge Wren,Troglodyte à bec court,Cistothorus platensis,Passeriformes,Troglodytidae,Cistothorus,platensis,Cistothorus platensis,,,species,,,,,
1061,7250,Marsh Wren,Troglodyte des marais,Cistothorus palustris,Passeriformes,Troglodytidae,Cistothorus,palustris,Cistothorus palustris,,,species,,,,,
1062,7180,Carolina Wren,Troglodyte de Caroline,Thryothorus ludovicianus,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,Thryothorus ludovicianus,,,species,,,,,
1063,7190,Bewick's Wren,Troglodyte de Bewick,Thryomanes bewickii,Passeriformes,Troglodytidae,Thryomanes,bewickii,Thryomanes bewickii,,,species,,,,,
1071,7130,Cactus Wren,Troglodyte des cactus,Campylorhynchus brunneicapillus,Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,Campylorhynchus brunneicapillus,,,species,,,,,
1075,16600,Sinaloa Wren,Troglodyte du Sinaloa,Thryophilus sinaloa,Passeriformes,Troglodytidae,Thryophilus,sinaloa,Thryophilus sinaloa,,,species,,,,,
1082,7510,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Polioptila caerulea,Passeriformes,Polioptilidae,Polioptila,caerulea,Polioptila caerulea,,,species,,,,,
1083,7530,California Gnatcatcher,Gobemoucheron de Californie,Polioptila californica,Passeriformes,Polioptilidae,Polioptila,californica,Polioptila californica,,,species,,,,,
1084,7520,Black-tailed Gnatcatcher,Gobemoucheron à queue noire,Polioptila melanura,Passeriformes,Polioptilidae,Polioptila,melanura,Polioptila melanura,,,species,,,,,
1088,7539,unid. Blue-gray / Black-tailed Gnatcatcher,unid Gobemoucheron gris-bleu / à queue noire,Polioptila caerulea / melanura,Passeriformes,Polioptilidae,Polioptila,caerulea / melanura,,,,species,,,,,
1089,7010,American Dipper,Cincle d'Amérique,Cinclus mexicanus,Passeriformes,Cinclidae,Cinclus,mexicanus,Cinclus mexicanus,,,species,,,,,
1092,7480,Golden-crowned Kinglet,Roitelet à couronne dorée,Regulus satrapa,Passeriformes,Regulidae,Regulus,satrapa,Regulus satrapa,,,species,,,,,
1093,7490,Ruby-crowned Kinglet,Roitelet à couronne rubis,Regulus calendula,Passeriformes,Regulidae,Regulus,calendula,Regulus calendula,,,species,,,,,
1100,7470,Arctic Warbler,Pouillot boréal,Phylloscopus borealis,Passeriformes,Phylloscopidae,Phylloscopus,borealis,Phylloscopus borealis,,,species,,,,,
1103,7420,Wrentit,Cama brune,Chamaea fasciata,Passeriformes,Sylviidae,Chamaea,fasciata,Chamaea fasciata,,,species,,,,,
1113,7640,Bluethroat,Gorgebleue à miroir,Luscinia svecica,Passeriformes,Muscicapidae,Luscinia,svecica,Luscinia svecica,,,species,,,,,
1119,7650,Northern Wheatear,Traquet motteux,Oenanthe oenanthe,Passeriformes,Muscicapidae,Oenanthe,oenanthe,Oenanthe oenanthe,,,species,,,,,
1121,7660,Eastern Bluebird,Merlebleu de l'Est,Sialia sialis,Passeriformes,Turdidae,Sialia,sialis,Sialia sialis,,,species,,,,,
1122,7670,Western Bluebird,Merlebleu de l'Ouest,Sialia mexicana,Passeriformes,Turdidae,Sialia,mexicana,Sialia mexicana,,,species,,,,,
1123,7680,Mountain Bluebird,Merlebleu azuré,Sialia currucoides,Passeriformes,Turdidae,Sialia,currucoides,Sialia currucoides,,,species,,,,,
1124,7540,Townsend's Solitaire,Solitaire de Townsend,Myadestes townsendi,Passeriformes,Turdidae,Myadestes,townsendi,Myadestes townsendi,,,species,,,,,
1132,7560,Veery,Grive fauve,Catharus fuscescens,Passeriformes,Turdidae,Catharus,fuscescens,Catharus fuscescens,,,species,,,,,
1133,7570,Gray-cheeked Thrush,Grive à joues grises,Catharus minimus,Passeriformes,Turdidae,Catharus,minimus,Catharus minimus,,,species,,,,,
1134,7571,Bicknell's Thrush,Grive de Bicknell,Catharus bicknelli,Passeriformes,Turdidae,Catharus,bicknelli,Catharus bicknelli,,,species,,,,,
1135,7580,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,Passeriformes,Turdidae,Catharus,ustulatus,Catharus ustulatus,,,species,,,,,
1136,7590,Hermit Thrush,Grive solitaire,Catharus guttatus,Passeriformes,Turdidae,Catharus,guttatus,Catharus guttatus,,,species,,,,,
1137,7550,Wood Thrush,Grive des bois,Hylocichla mustelina,Passeriformes,Turdidae,Hylocichla,mustelina,Hylocichla mustelina,,,species,,,,,
1150,7610,American Robin,Merle d'Amérique,Turdus migratorius,Passeriformes,Turdidae,Turdus,migratorius,Turdus migratorius,,,species,,,,,
1152,7630,Varied Thrush,Grive à collier,Ixoreus naevius,Passeriformes,Turdidae,Ixoreus,naevius,Ixoreus naevius,Zoothera naevia,,species,,,,,
1157,7040,Gray Catbird,Moqueur chat,Dumetella carolinensis,Passeriformes,Mimidae,Dumetella,carolinensis,Dumetella carolinensis,,,species,,,,,
1158,7070,Curve-billed Thrasher,Moqueur à bec courbe,Toxostoma curvirostre,Passeriformes,Mimidae,Toxostoma,curvirostre,Toxostoma curvirostre,,,species,,,,,
1160,7050,Brown Thrasher,Moqueur roux,Toxostoma rufum,Passeriformes,Mimidae,Toxostoma,rufum,Toxostoma rufum,,,species,,,,,
1161,7060,Long-billed Thrasher,Moqueur à long bec,Toxostoma longirostre,Passeriformes,Mimidae,Toxostoma,longirostre,Toxostoma longirostre,,,species,,,,,
1163,7080,Bendire's Thrasher,Moqueur de Bendire,Toxostoma bendirei,Passeriformes,Mimidae,Toxostoma,bendirei,Toxostoma bendirei,,,species,,,,,
1165,7100,California Thrasher,Moqueur de Californie,Toxostoma redivivum,Passeriformes,Mimidae,Toxostoma,redivivum,Toxostoma redivivum,,,species,,,,,
1166,7110,Le Conte's Thrasher,Moqueur de Le Conte,Toxostoma lecontei,Passeriformes,Mimidae,Toxostoma,lecontei,Toxostoma lecontei,,,species,,,,,
1167,7120,Crissal Thrasher,Moqueur cul-roux,Toxostoma crissale,Passeriformes,Mimidae,Toxostoma,crissale,Toxostoma crissale,,,species,,,,,
1168,7020,Sage Thrasher,Moqueur des armoises,Oreoscoptes montanus,Passeriformes,Mimidae,Oreoscoptes,montanus,Oreoscoptes montanus,,,species,,,,,
1169,7031,Bahama Mockingbird,Moqueur des Bahamas,Mimus gundlachii,Passeriformes,Mimidae,Mimus,gundlachii,Mimus gundlachii,,,species,,,,,
1172,7030,Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,Passeriformes,Mimidae,Mimus,polyglottos,Mimus polyglottos,,,species,,,,,
1173,4930,European Starling,Étourneau sansonnet,Sturnus vulgaris,Passeriformes,Sturnidae,Sturnus,vulgaris,Sturnus vulgaris,,,species,,,,,
1174,4932,Common Myna,Martin triste,Acridotheres tristis,Passeriformes,Sturnidae,Acridotheres,tristis,Acridotheres tristis,,,species,,,,,
1178,6960,Eastern Yellow Wagtail,Bergeronnette de Béringie,Motacilla tschutschensis,Passeriformes,Motacillidae,Motacilla,tschutschensis,Motacilla tschutschensis,,,species,,,,,
1181,6940,White Wagtail,Bergeronnette grise,Motacilla alba,Passeriformes,Motacillidae,Motacilla,alba,Motacilla alba,,,species,,,,,
1185,6990,Red-throated Pipit,Pipit à gorge rousse,Anthus cervinus,Passeriformes,Motacillidae,Anthus,cervinus,Anthus cervinus,,,species,,,,,
1186,6970,American Pipit,Pipit d'Amérique,Anthus rubescens,Passeriformes,Motacillidae,Anthus,rubescens,Anthus rubescens,,,species,,,,,
1187,7000,Sprague's Pipit,Pipit de Sprague,Anthus spragueii,Passeriformes,Motacillidae,Anthus,spragueii,Anthus spragueii,,,species,,,,,
1188,6180,Bohemian Waxwing,Jaseur boréal,Bombycilla garrulus,Passeriformes,Bombycillidae,Bombycilla,garrulus,Bombycilla garrulus,,,species,,,,,
1189,6190,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,Passeriformes,Bombycillidae,Bombycilla,cedrorum,Bombycilla cedrorum,,,species,,,,,
1190,6185,unid. Cedar Waxwing / Bohemian Waxwing,unid Jaseur sp.,Bombycilla garrulus / cedrorum,Passeriformes,Bombycillidae,Bombycilla,garrulus / cedrorum,,,,species,,,,,
1192,6200,Phainopepla,Phénopèple luisant,Phainopepla nitens,Passeriformes,Ptiliogonatidae,Phainopepla,nitens,Phainopepla nitens,,,species,,,,,
1193,6510,Olive Warbler,Fauvine des pins,Peucedramus taeniatus,Passeriformes,Peucedramidae,Peucedramus,taeniatus,Peucedramus taeniatus,,,species,,,,,
1194,5360,Lapland Longspur,Plectrophane lapon,Calcarius lapponicus,Passeriformes,Calcariidae,Calcarius,lapponicus,Calcarius lapponicus,,,species,,,,,
1195,5380,Chestnut-collared Longspur,Plectrophane à ventre noir,Calcarius ornatus,Passeriformes,Calcariidae,Calcarius,ornatus,Calcarius ornatus,,,species,,,,,
1196,5370,Smith's Longspur,Plectrophane de Smith,Calcarius pictus,Passeriformes,Calcariidae,Calcarius,pictus,Calcarius pictus,,,species,,,,,
1197,5390,McCown's Longspur,Plectrophane de McCown,Rhynchophanes mccownii,Passeriformes,Calcariidae,Rhynchophanes,mccownii,Rhynchophanes mccownii,Calcarius mccownii,,species,,,,,
1198,5340,Snow Bunting,Plectrophane des neiges,Plectrophenax nivalis,Passeriformes,Calcariidae,Plectrophenax,nivalis,Plectrophenax nivalis,,,species,,,,,
1200,6740,Ovenbird,Paruline couronnée,Seiurus aurocapilla,Passeriformes,Parulidae,Seiurus,aurocapilla,Seiurus aurocapilla,,,species,,,,,
1201,6390,Worm-eating Warbler,Paruline vermivore,Helmitheros vermivorum,Passeriformes,Parulidae,Helmitheros,vermivorum,Helmitheros vermivorum,,,species,,,,,
1202,6760,Louisiana Waterthrush,Paruline hochequeue,Parkesia motacilla,Passeriformes,Parulidae,Parkesia,motacilla,Parkesia motacilla,Seiurus motacilla,,species,,,,,
1203,6750,Northern Waterthrush,Paruline des ruisseaux,Parkesia noveboracensis,Passeriformes,Parulidae,Parkesia,noveboracensis,Parkesia noveboracensis,Seiurus noveboracensis,,species,,,,,
1204,6420,Golden-winged Warbler,Paruline à ailes dorées,Vermivora chrysoptera,Passeriformes,Parulidae,Vermivora,chrysoptera,Vermivora chrysoptera,,,species,,,,,
1205,6410,Blue-winged Warbler,Paruline à ailes bleues,Vermivora cyanoptera,Passeriformes,Parulidae,Vermivora,cyanoptera,Vermivora cyanoptera,Vermivora pinus,,species,,,,,
1206,6412,Brewster's Warbler (Golden-winged x Blue-winged),Paruline de Brewster,Vermivora cyanoptera x chrysoptera,Passeriformes,Parulidae,Vermivora,cyanoptera x chrysoptera,,,,species,,,,,
1207,6413,Lawrence's Warbler (Golden-winged x Blue-winged),Paruline de Lawrence,Vermivora chrysoptera x cyanoptera,Passeriformes,Parulidae,Vermivora,chrysoptera x cyanoptera,,,,species,,,,,
1208,6360,Black-and-white Warbler,Paruline noir et blanc,Mniotilta varia,Passeriformes,Parulidae,Mniotilta,varia,Mniotilta varia,,,species,,,,,
1209,6370,Prothonotary Warbler,Paruline orangée,Protonotaria citrea,Passeriformes,Parulidae,Protonotaria,citrea,Protonotaria citrea,,,species,,,,,
1210,6380,Swainson's Warbler,Paruline de Swainson,Limnothlypis swainsonii,Passeriformes,Parulidae,Limnothlypis,swainsonii,Limnothlypis swainsonii,,,species,,,,,
1212,6470,Tennessee Warbler,Paruline obscure,Oreothlypis peregrina,Passeriformes,Parulidae,Oreothlypis,peregrina,Oreothlypis peregrina,Vermivora peregrina,Leiothlypis peregrina,species,,,,,
1213,6460,Orange-crowned Warbler,Paruline verdâtre,Oreothlypis celata,Passeriformes,Parulidae,Oreothlypis,celata,Oreothlypis celata,Vermivora celata,Leiothlypis celata,species,,,,,
1215,6430,Lucy's Warbler,Paruline de Lucy,Oreothlypis luciae,Passeriformes,Parulidae,Oreothlypis,luciae,Oreothlypis luciae,Vermivora luciae,Leiothlypis luciae,species,,,,,
1216,6450,Nashville Warbler,Paruline à joues grises,Oreothlypis ruficapilla,Passeriformes,Parulidae,Oreothlypis,ruficapilla,Oreothlypis ruficapilla,Vermivora ruficapilla,Leiothlypis ruficapilla,species,,,,,
1217,6440,Virginia's Warbler,Paruline de Virginia,Oreothlypis virginiae,Passeriformes,Parulidae,Oreothlypis,virginiae,Oreothlypis virginiae,Vermivora virginiae,Leiothlypis virginiae,species,,,,,
1218,6780,Connecticut Warbler,Paruline à gorge grise,Oporornis agilis,Passeriformes,Parulidae,Oporornis,agilis,Oporornis agilis,,,species,,,,,
1220,6800,MacGillivray's Warbler,Paruline des buissons,Geothlypis tolmiei,Passeriformes,Parulidae,Geothlypis,tolmiei,Geothlypis tolmiei,Oporornis tolmiei,,species,,,,,
1221,6790,Mourning Warbler,Paruline triste,Geothlypis philadelphia,Passeriformes,Parulidae,Geothlypis,philadelphia,Geothlypis philadelphia,Oporornis philadelphia,,species,,,,,
1222,6770,Kentucky Warbler,Paruline du Kentucky,Geothlypis formosa,Passeriformes,Parulidae,Geothlypis,formosa,Geothlypis formosa,Oporornis formosus,,species,,,,,
1226,6810,Common Yellowthroat,Paruline masquée,Geothlypis trichas,Passeriformes,Parulidae,Geothlypis,trichas,Geothlypis trichas,,,species,,,,,
1228,6840,Hooded Warbler,Paruline à capuchon,Setophaga citrina,Passeriformes,Parulidae,Setophaga,citrina,Setophaga citrina,Wilsonia citrina,,species,,,,,
1229,6870,American Redstart,Paruline flamboyante,Setophaga ruticilla,Passeriformes,Parulidae,Setophaga,ruticilla,Setophaga ruticilla,,,species,,,,,
1230,6700,Kirtland's Warbler,Paruline de Kirtland,Setophaga kirtlandii,Passeriformes,Parulidae,Setophaga,kirtlandii,Setophaga kirtlandii,Dendroica kirtlandii,,species,,,,,
1231,6500,Cape May Warbler,Paruline tigrée,Setophaga tigrina,Passeriformes,Parulidae,Setophaga,tigrina,Setophaga tigrina,Dendroica tigrina,,species,,,,,
1232,6580,Cerulean Warbler,Paruline azurée,Setophaga cerulea,Passeriformes,Parulidae,Setophaga,cerulea,Setophaga cerulea,Dendroica cerulea,,species,,,,,
1233,6480,Northern Parula,Paruline à collier,Setophaga americana,Passeriformes,Parulidae,Setophaga,americana,Setophaga americana,Parula americana,,species,,,,,
1234,6490,Tropical Parula,Paruline à joues noires,Setophaga pitiayumi,Passeriformes,Parulidae,Setophaga,pitiayumi,Setophaga pitiayumi,Parula pitiayumi,,species,,,,,
1235,6570,Magnolia Warbler,Paruline à tête cendrée,Setophaga magnolia,Passeriformes,Parulidae,Setophaga,magnolia,Setophaga magnolia,Dendroica magnolia,,species,,,,,
1236,6600,Bay-breasted Warbler,Paruline à poitrine baie,Setophaga castanea,Passeriformes,Parulidae,Setophaga,castanea,Setophaga castanea,Dendroica castanea,,species,,,,,
1237,6620,Blackburnian Warbler,Paruline à gorge orangée,Setophaga fusca,Passeriformes,Parulidae,Setophaga,fusca,Setophaga fusca,Dendroica fusca,,species,,,,,
1238,6520,Yellow Warbler,Paruline jaune,Setophaga petechia,Passeriformes,Parulidae,Setophaga,petechia,Setophaga petechia,Dendroica petechia,,species,,,,,
1239,6590,Chestnut-sided Warbler,Paruline à flancs marron,Setophaga pensylvanica,Passeriformes,Parulidae,Setophaga,pensylvanica,Setophaga pensylvanica,Dendroica pensylvanica,,species,,,,,
1240,6610,Blackpoll Warbler,Paruline rayée,Setophaga striata,Passeriformes,Parulidae,Setophaga,striata,Setophaga striata,Dendroica striata,,species,,,,,
1241,6540,Black-throated Blue Warbler,Paruline bleue,Setophaga caerulescens,Passeriformes,Parulidae,Setophaga,caerulescens,Setophaga caerulescens,Dendroica caerulescens,,species,,,,,
1242,6720,Palm Warbler,Paruline à couronne rousse,Setophaga palmarum,Passeriformes,Parulidae,Setophaga,palmarum,Setophaga palmarum,Dendroica palmarum,,species,,,,,
1243,6710,Pine Warbler,Paruline des pins,Setophaga pinus,Passeriformes,Parulidae,Setophaga,pinus,Setophaga pinus,Dendroica pinus,,species,,,,,
1244,6550,(Myrtle Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe coronata),Setophaga coronata coronata,Passeriformes,Parulidae,Setophaga,coronata coronata,,,,species,,,,,
1245,6560,(Audubon's Warbler) Yellow-rumped Warbler,Paruline à croupion jaune (groupe auduboni),Setophaga coronata audoboni,Passeriformes,Parulidae,Setophaga,coronata audoboni,,,,species,,,,,
1246,6556,(unid. Myrtle/Audubon's) Yellow-rumped Warbler,Par. à croupion jaune (sous-espèce non identifié,Setophaga coronata,Passeriformes,Parulidae,Setophaga,coronata,Setophaga coronata,Dendroica coronata,,species,,,,,
1247,6630,Yellow-throated Warbler,Paruline à gorge jaune,Setophaga dominica,Passeriformes,Parulidae,Setophaga,dominica,Setophaga dominica,Dendroica dominica,,species,,,,,
1248,6730,Prairie Warbler,Paruline des prés,Setophaga discolor,Passeriformes,Parulidae,Setophaga,discolor,Setophaga discolor,Dendroica discolor,,species,,,,,
1249,6640,Grace's Warbler,Paruline de Grace,Setophaga graciae,Passeriformes,Parulidae,Setophaga,graciae,Setophaga graciae,Dendroica graciae,,species,,,,,
1250,6650,Black-throated Gray Warbler,Paruline grise,Setophaga nigrescens,Passeriformes,Parulidae,Setophaga,nigrescens,Setophaga nigrescens,Dendroica nigrescens,,species,,,,,
1251,6680,Townsend's Warbler,Paruline de Townsend,Setophaga townsendi,Passeriformes,Parulidae,Setophaga,townsendi,Setophaga townsendi,Dendroica townsendi,,species,,,,,
1252,6690,Hermit Warbler,Paruline à tête jaune,Setophaga occidentalis,Passeriformes,Parulidae,Setophaga,occidentalis,Setophaga occidentalis,Dendroica occidentalis,,species,,,,,
1253,6686,hybrid Townsend's Warbler x Hermit Warbler,hybride Paruline de Townsend x à tête jaune,Setophaga townsendi x occidentalis,Passeriformes,Icteridae,Icterus,townsendi x occidentalis,,,,species,,,,,
1254,6685,unid. Townsend's Warbler / Hermit Warbler,unid Paruline de Townsend / Paruline à tête jaun,e  Setophaga townsendi / occidentalis,Passeriformes,Parulidae,Setophaga,townsendi / occidentalis,,,,species,,,,,
1255,6660,Golden-cheeked Warbler,Paruline à dos noir,Setophaga chrysoparia,Passeriformes,Parulidae,Setophaga,chrysoparia,Setophaga chrysoparia,Dendroica chrysoparia,,species,,,,,
1256,6670,Black-throated Green Warbler,Paruline à gorge noire,Setophaga virens,Passeriformes,Parulidae,Setophaga,virens,Setophaga virens,Dendroica virens,,species,,,,,
1261,6860,Canada Warbler,Paruline du Canada,Cardellina canadensis,Passeriformes,Parulidae,Cardellina,canadensis,Cardellina canadensis,Wilsonia canadensis,,species,,,,,
1262,6850,Wilson's Warbler,Paruline à calotte noire,Cardellina pusilla,Passeriformes,Parulidae,Cardellina,pusilla,Cardellina pusilla,Wilsonia pusilla,,species,,,,,
1263,6900,Red-faced Warbler,Paruline à face rouge,Cardellina rubrifrons,Passeriformes,Parulidae,Cardellina,rubrifrons,Cardellina rubrifrons,,,species,,,,,
1266,6880,Painted Redstart,Paruline à ailes blanches,Myioborus pictus,Passeriformes,Parulidae,Myioborus,pictus,Myioborus pictus,,,species,,,,,
1268,6830,Yellow-breasted Chat,Paruline polyglotte,Icteria virens,Passeriformes,Parulidae,Icteria,virens,Icteria virens,,,species,,,,,
1303,5860,Olive Sparrow,Tohi olive,Arremonops rufivirgatus,Passeriformes,Emberizidae,Arremonops,rufivirgatus,Arremonops rufivirgatus,,,species,,,,,
1308,5900,Green-tailed Towhee,Tohi à queue verte,Pipilo chlorurus,Passeriformes,Emberizidae,Pipilo,chlorurus,Pipilo chlorurus,,,species,,,,,
1309,5880,Spotted Towhee,Tohi tacheté,Pipilo maculatus,Passeriformes,Emberizidae,Pipilo,maculatus,Pipilo maculatus,,,species,,,,,
1310,5870,Eastern Towhee,Tohi à flancs roux,Pipilo erythrophthalmus,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Pipilo erythrophthalmus,,,species,,,,,
1311,5871,unid. Spotted Towhee / Eastern Towhee,unid Tohi tacheté / Tohi à flancs roux,Pipilo maculatus / erythrophthalmus,Passeriformes,Emberizidae,Pipilo,maculatus / erythrophthalmus,,,,species,,,,,
1313,5800,Rufous-crowned Sparrow,Tohi à calotte fauve,Aimophila ruficeps,Passeriformes,Emberizidae,Aimophila,ruficeps,Aimophila ruficeps,,,species,,,,,
1318,5910,Canyon Towhee,Tohi des canyons,Melozone fusca,Passeriformes,Emberizidae,Melozone,fusca,Melozone fusca,Pipilo fuscus,,species,,,,,
1320,5911,California Towhee,Tohi de Californie,Melozone crissalis,Passeriformes,Emberizidae,Melozone,crissalis,Melozone crissalis,Pipilo crissalis,,species,,,,,
1321,5920,Abert's Towhee,Tohi d'Abert,Melozone aberti,Passeriformes,Emberizidae,Melozone,aberti,Melozone aberti,Pipilo aberti,,species,,,,,
1323,5790,Rufous-winged Sparrow,Bruant à épaulettes,Peucaea carpalis,Passeriformes,Emberizidae,Peucaea,carpalis,Peucaea carpalis,Aimophila carpalis,,species,,,,,
1327,5760,Botteri's Sparrow,Bruant de Botteri,Peucaea botterii,Passeriformes,Emberizidae,Peucaea,botterii,Peucaea botterii,Aimophila botterii,,species,,,,,
1328,5780,Cassin's Sparrow,Bruant de Cassin,Peucaea cassinii,Passeriformes,Emberizidae,Peucaea,cassinii,Peucaea cassinii,Aimophila cassinii,,species,,,,,
1329,5750,Bachman's Sparrow,Bruant des pinèdes,Peucaea aestivalis,Passeriformes,Emberizidae,Peucaea,aestivalis,Peucaea aestivalis,Aimophila aestivalis,,species,,,,,
1331,5590,American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,Passeriformes,Emberizidae,Spizelloides,arborea,Spizelloides arborea,Spizella arborea,,species,,,,,
1332,5600,Chipping Sparrow,Bruant familier,Spizella passerina,Passeriformes,Emberizidae,Spizella,passerina,Spizella passerina,,,species,,,,,
1333,5610,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,Passeriformes,Emberizidae,Spizella,pallida,Spizella pallida,,,species,,,,,
1334,5620,Brewer's Sparrow,Bruant de Brewer,Spizella breweri,Passeriformes,Emberizidae,Spizella,breweri,Spizella breweri,,,species,,,,,
1335,5630,Field Sparrow,Bruant des champs,Spizella pusilla,Passeriformes,Emberizidae,Spizella,pusilla,Spizella pusilla,,,species,,,,,
1337,5650,Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,Passeriformes,Emberizidae,Spizella,atrogularis,Spizella atrogularis,,,species,,,,,
1338,5400,Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,Passeriformes,Emberizidae,Pooecetes,gramineus,Pooecetes gramineus,,,species,,,,,
1339,5520,Lark Sparrow,Bruant à joues marron,Chondestes grammacus,Passeriformes,Emberizidae,Chondestes,grammacus,Chondestes grammacus,,,species,,,,,
1341,5730,Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,Passeriformes,Emberizidae,Amphispiza,bilineata,Amphispiza bilineata,,,species,,,,,
1342,5738,Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,Passeriformes,Emberizidae,Artemisiospiza,nevadensis,Artemisiospiza nevadensis,Amphispiza nevadensis,,species,,,,,
1343,5739,Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,Passeriformes,Emberizidae,Artemisiospiza,belli,Artemisiospiza belli,Amphispiza belli,,species,,,,,
1344,5740,unid. Sagebrush Sparrow / Bell's Sparrow,unid Bruant des armoises / Burant de Bell,Artemisiospiza nevadensis / belli,Passeriformes,Emberizidae,Artemisiospiza,nevadensis / belli,,,,species,,,,,
1345,6050,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,Passeriformes,Emberizidae,Calamospiza,melanocorys,Calamospiza melanocorys,,,species,,,,,
1346,5420,Savannah Sparrow,Bruant des prés,Passerculus sandwichensis,Passeriformes,Emberizidae,Passerculus,sandwichensis,Passerculus sandwichensis,,,species,,,,,
1347,5460,Grasshopper Sparrow,Bruant sauterelle,Ammodramus savannarum,Passeriformes,Emberizidae,Ammodramus,savannarum,Ammodramus savannarum,,,species,,,,,
1348,5450,Baird's Sparrow,Bruant de Baird,Ammodramus bairdii,Passeriformes,Emberizidae,Ammodramus,bairdii,Ammodramus bairdii,,,species,,,,,
1349,5470,Henslow's Sparrow,Bruant de Henslow,Ammodramus henslowii,Passeriformes,Emberizidae,Ammodramus,henslowii,Ammodramus henslowii,,,species,,,,,
1350,5480,Le Conte's Sparrow,Bruant de Le Conte,Ammodramus leconteii,Passeriformes,Emberizidae,Ammodramus,leconteii,Ammodramus leconteii,,,species,,,,,
1351,5491,Nelson's Sparrow,Bruant de Nelson,Ammodramus nelsoni,Passeriformes,Emberizidae,Ammodramus,nelsoni,Ammodramus nelsoni,,,species,,,,,
1352,5490,Saltmarsh Sparrow,Bruant à queue aiguë,Ammodramus caudacutus,Passeriformes,Emberizidae,Ammodramus,caudacutus,Ammodramus caudacutus,,,species,,,,,
